,year,Pk,Tm,Player,Yrs,G,MP,PTS,TRB,AST,FGP,F3P,FTP,MPG,PPG,RPG,APG,WS,WS_48,BPM,VORP
236,2016,49,DET,Michael Gbinije,1,9,32,4,3,2,.100,.000,1.000,3.6,0.4,0.3,0.2,-0.1,-.136,-12.1,-0.1
237,2016,50,IND,Georges Niang,8,465,7797,3262,1082,423,.441,.397,.866,16.8,7.0,2.3,0.9,13.1,.080,-1.6,0.8
239,2016,52,UTA,Joel Bolomboy,2,18,91,31,27,2,.545,.200,.500,5.1,1.7,1.5,0.1,0.3,.132,-0.1,0.0
240,2016,53,DEN,Petr Cornelie,1,13,38,14,14,3,.333,.125,.750,2.9,1.1,1.1,0.2,0.0,-.015,-8.8,-0.1
241,2016,54,ATL,Kay Felder,2,58,526,223,59,78,.364,.268,.754,9.1,3.8,1.0,1.3,-0.4,-.041,-4.7,-0.4
242,2016,55,BRK,Marcus Paige,1,5,28,12,4,3,.286,.250,1.000,5.6,2.4,0.8,0.6,0.0,-.006,-8.8,0.0
243,2016,56,DEN,Daniel Hamilton,2,25,232,69,52,30,.394,.357,.500,9.3,2.8,2.1,1.2,0.0,.000,-3.3,-0.1
245,2016,58,BOS,Abdel Nader,5,202,2583,926,376,110,.428,.357,.718,12.8,4.6,1.9,0.5,2.8,.052,-2.6,-0.4
247,2016,60,UTA,Tyrone Wallace,4,112,1714,566,236,127,.422,.207,.656,15.3,5.1,2.1,1.1,0.1,.003,-5.2,-1.4
248,2017,1,PHI,Markelle Fultz,7,234,5939,2595,797,1084,.472,.274,.731,25.4,11.1,3.4,4.6,8.5,.069,-1.1,1.3
249,2017,2,LAL,Lonzo Ball,5,252,8187,2995,1447,1563,.400,.364,.578,32.5,11.9,5.7,6.2,11.4,.067,1.1,6.3
250,2017,3,BOS,Jayson Tatum,7,513,17561,11852,3670,1812,.460,.375,.844,34.2,23.1,7.2,3.5,56.0,.153,3.6,24.6
251,2017,4,PHO,Josh Jackson,5,291,6718,3276,1159,534,.416,.292,.680,23.1,11.3,4.0,1.8,-1.7,-.012,-3.8,-3.1
252,2017,5,SAC,De'Aaron Fox,7,469,15420,9940,1784,2870,.471,.334,.736,32.9,21.2,3.8,6.1,29.6,.092,0.9,11.4
253,2017,6,ORL,Jonathan Isaac,5,205,4550,1717,1045,182,.449,.341,.771,22.2,8.4,5.1,0.9,10.6,.112,1.0,3.5
254,2017,7,MIN,Lauri Markkanen,7,403,12482,7308,2923,587,.459,.375,.866,31.0,18.1,7.3,1.5,31.0,.119,1.2,9.9
255,2017,8,NYK,Frank Ntilikina,7,321,5454,1535,563,693,.369,.320,.762,17.0,4.8,1.8,2.2,0.3,.003,-4.4,-3.4
256,2017,9,DAL,Dennis Smith Jr.,7,326,7601,3160,967,1381,.407,.298,.674,23.3,9.7,3.0,4.2,2.3,.015,-2.1,-0.2
257,2017,10,SAC,Zach Collins,6,314,6160,2606,1539,574,.479,.336,.750,19.6,8.3,4.9,1.8,9.2,.071,-1.7,0.4
258,2017,11,CHO,Malik Monk,7,458,9889,5327,1132,1295,.433,.355,.844,21.6,11.6,2.5,2.8,12.4,.060,-1.1,2.2
259,2017,12,DET,Luke Kennard,7,395,9287,3941,1118,830,.454,.439,.879,23.5,10.0,2.8,2.1,19.7,.102,-0.2,4.3
260,2017,13,DEN,Donovan Mitchell,7,468,16011,11619,2002,2176,.450,.366,.843,34.2,24.8,4.3,4.6,44.4,.133,3.4,22.0
261,2017,14,MIA,Bam Adebayo,7,489,14680,7513,4275,1707,.547,.221,.755,30.0,15.4,8.7,3.5,50.1,.164,2.6,17.2
262,2017,15,POR,Justin Jackson,7,280,4886,1676,654,285,.423,.319,.796,17.5,6.0,2.3,1.0,5.3,.052,-2.8,-1.0
263,2017,16,CHI,Justin Patton,4,22,296,86,60,19,.404,.250,.667,13.5,3.9,2.7,0.9,0.4,.066,-2.8,-0.1
264,2017,17,MIL,D.J. Wilson,6,148,1818,657,454,110,.422,.331,.618,12.3,4.4,3.1,0.7,2.9,.077,-2.4,-0.2
265,2017,18,IND,T.J. Leaf,4,146,1238,477,283,43,.492,.341,.585,8.5,3.3,1.9,0.3,2.7,.104,-1.8,0.1
266,2017,19,ATL,John Collins,7,432,12519,6795,3478,617,.548,.358,.785,29.0,15.7,8.1,1.4,36.7,.141,0.6,8.3
267,2017,20,POR,Harry Giles,4,165,1935,888,573,180,.508,.244,.661,11.7,5.4,3.5,1.1,3.1,.076,-2.5,-0.2
268,2017,21,OKC,Terrance Ferguson,4,204,4000,924,263,144,.404,.334,.753,19.6,4.5,1.3,0.7,4.4,.053,-4.0,-2.1
